part_id,part_abs_freq,type
part_8590005625,1,Part
part_8590138323,1,Part
part_8590010713,11,Part
part_8590047758,16,Part
part_8590073626,1,Consumable
part_8590074295,1,Consumable
part_8589957537,2,Consumable
part_8589968363,1,Consumable
part_8589990511,1,Consumable
part_8590074332,1,Consumable
part_8590035189,2,Consumable
part_8590060948,1,Consumable
part_8590220021,1,Consumable
part_8590034336,3,Consumable
part_8589947148,12,Consumable
part_8589947151,10,Consumable
part_8590014351,2,Consumable
part_8589958272,3,Consumable
part_8589962168,3,Consumable
part_8589936108,3,Consumable
part_8590120865,1,Consumable
part_8590141363,1,Consumable
part_8590082496,1,Consumable
part_8589988478,1,Consumable
part_8590014773,3,Consumable
part_8590103351,4,Consumable
part_8589937569,8,Part
part_8590212842,1,Consumable
part_8590075978,3,Consumable
part_8590008065,6,Consumable
part_8590268049,2,Consumable
part_8589940686,4,Consumable
part_8590028998,1,Consumable
part_8590074266,1,Consumable
part_8590073655,2,Consumable
part_8590002753,3,Consumable
part_8590018417,3,Consumable
part_8590017126,4,Consumable
part_8590054304,2,Consumable
part_8590068502,1,Consumable
part_8590062382,1,Consumable
part_8589934941,16,Consumable
part_8589990389,3,Consumable
part_8589934940,15,Consumable
part_8590050515,5,Consumable
part_8590193577,1,Consumable
part_8589989738,2,Consumable
part_8589989705,2,Consumable
part_8590019144,1,Consumable
part_8589948354,2,Consumable
part_8589979148,1,Consumable
part_8589979115,1,Consumable
part_8589979125,2,Consumable
part_8590005570,2,Consumable
part_8590142629,1,Consumable
part_8590142631,2,Consumable
part_8590146963,1,Consumable
part_8590058210,1,Consumable
part_8590096587,1,Consumable
part_8590063977,1,Consumable
part_8589961701,11,Consumable
part_8589966435,3,Consumable
part_8589966454,3,Consumable
part_8589955547,2,Consumable
part_8589936070,17,Consumable
part_8589963499,4,Consumable
part_8589934883,9,Consumable
part_8590006140,7,Consumable
part_8589949099,20,Consumable
part_8589934861,13,Consumable
part_8590024927,4,Consumable
part_8590073800,2,Consumable
part_8589989014,1,Consumable
part_8590011675,1,Consumable
part_8589997784,2,Consumable
part_8589988607,2,Consumable
part_8589943909,6,Consumable
part_8589939579,7,Consumable
part_8589945698,6,Consumable
part_8590035210,1,Consumable
part_8590035203,1,Consumable
part_8590093411,1,Part
part_8590051586,4,Consumable
part_8589953995,1,Consumable
part_8590079538,2,Part
part_8590005832,1,Consumable
part_8590005667,6,Consumable
part_8590059617,6,Consumable
part_8590027435,1,Consumable
part_8590000077,3,Consumable
part_8589968382,2,Consumable
part_8589977468,9,Consumable
part_8589968057,4,Consumable
part_8590023498,5,Consumable
part_8590118107,2,Consumable
part_8590086083,2,Consumable
part_8590068439,2,Consumable
part_8590040639,1,Consumable
part_8589977469,11,Consumable
part_8590208935,2,Part
part_8590114259,1,Consumable
part_8589962772,4,Consumable
part_8589941385,30,Part
part_8590187443,1,Part
part_8589955758,3,Consumable
part_8589958110,18,Consumable
part_8590015240,16,Consumable
part_8589962381,2,Consumable
part_8590116752,1,Consumable
part_8590000823,3,Consumable
part_8590046920,1,Consumable
part_8590000824,3,Consumable
part_8589999134,10,Consumable
part_8589969063,1,Consumable
part_8589936683,8,Consumable
part_8590253632,1,Consumable
part_8590032210,9,Consumable
part_8590201735,1,Consumable
part_8590016004,6,Consumable
part_8590207501,1,Consumable
part_8590023459,1,Consumable
part_8590023460,3,Consumable
part_8590073643,1,Consumable
part_8590217646,1,Part
part_8589999147,8,Consumable
part_8589999146,11,Consumable
part_8590018397,9,Consumable
part_8590252182,1,Consumable
part_8590226239,1,Consumable
part_8590035299,5,Consumable
part_8590148299,1,Part
part_8589963393,4,Consumable
part_8590053074,1,Consumable
part_8589960190,2,Consumable
part_8590002091,9,Consumable
part_8590006120,1,Consumable
part_8590157016,2,Part
part_8589995412,1,Part
part_8590063084,1,Consumable
part_8590006988,3,Consumable
part_8589967932,6,Consumable
part_8589984504,2,Consumable
part_8589971408,2,Consumable
part_8590023250,6,Consumable
part_8589958139,4,Consumable
part_8589983618,20,Consumable
part_8590099226,4,Consumable
part_8590127968,2,Consumable
part_8590030692,9,Consumable
part_8589979744,14,Consumable
part_8589978503,8,Consumable
part_8589937200,22,Consumable
part_8589983057,18,Consumable
part_8590164007,1,Consumable
part_8590262865,1,Part
part_8590073530,1,Consumable
part_8590054753,1,Consumable
part_8590108579,3,Part
part_8589958123,5,Consumable
part_8589982893,15,Consumable
part_8589983824,15,Consumable
part_8589950339,1,Consumable
part_8590116833,1,Consumable
part_8590006138,9,Consumable
part_8590006162,2,Consumable
part_8590068653,1,Consumable
part_8589937378,19,Consumable
part_8590027472,4,Consumable
part_8589945790,3,Part
part_8589948454,1,Consumable
part_8590065102,3,Part
part_8589935074,1,Consumable
part_8590231028,1,Consumable
part_8589962202,11,Consumable
part_8589962184,9,Consumable
part_8590006156,1,Consumable
part_8590197871,1,Consumable
part_8589943639,3,Consumable
part_8589945804,2,Consumable
part_8589999169,4,Consumable
part_8590063157,1,Consumable
part_8590151620,2,Consumable
part_8590212757,1,Consumable
part_8589950504,4,Consumable
part_8590027241,1,Consumable
part_8590072176,1,Consumable
part_8590137041,1,Consumable
part_8589999445,1,Consumable
part_8589950503,21,Consumable
part_8589983179,5,Part
part_8590011644,4,Part
part_8589939079,9,Part
part_8590148432,1,Part
part_8590275156,3,Part
part_8589991570,4,Part
part_8589939086,78,Consumable
part_8590040026,1,Consumable
part_8590127973,2,Consumable
part_8589940480,2,Part
part_8589951630,7,Consumable
part_8589978300,3,Consumable
part_8590088329,1,Consumable
part_8589975159,18,Consumable
part_8590057899,2,Consumable
part_8590057906,2,Consumable
part_8590036520,7,Consumable
part_8590067026,2,Consumable
part_8590027286,2,Consumable
part_8590065302,2,Consumable
part_8589976450,1,Consumable
part_8590117298,3,Consumable
part_8590117154,1,Consumable
part_8590117155,1,Consumable
part_8590262872,1,Consumable
part_8590049489,2,Consumable
part_8590042471,1,Consumable
part_8589953040,1,Consumable
part_8590193690,1,Consumable
part_8590075917,1,Consumable
part_8590231746,1,Consumable
part_8590068603,5,Consumable
part_8590048736,3,Consumable
part_8589936745,2,Consumable
part_8590046873,1,Consumable
part_8589965211,1,Consumable
part_8590137696,2,Part
part_8590161391,1,Consumable
part_8589941995,2,Part
part_8590162225,1,Consumable
part_8590207475,1,Consumable
part_8589943851,12,Consumable
part_8590037440,1,Consumable
part_8590086806,2,Consumable
part_8589950356,2,Consumable
part_8589983166,3,Consumable
part_8590148600,1,Part
part_8590090967,4,Consumable
part_8590007300,4,Consumable
part_8589987137,2,Consumable
part_8590091956,1,Consumable
part_8590050014,3,Part
part_8590058484,9,Consumable
part_8590260861,2,Part
part_8590155909,1,Part
part_8590163292,1,Part
part_8590248015,2,Consumable
part_8590190933,2,Consumable
part_8589939080,4,Consumable
part_8589966634,6,Consumable
part_8590069337,1,Consumable
part_8590131682,1,Part
part_8590128040,1,Part
part_8590065297,3,Consumable
part_8589945664,25,Consumable
part_8589947596,52,Consumable
part_8589939090,19,Consumable
part_8590086885,2,Consumable
part_8590034366,7,Consumable
part_8589937455,9,Consumable
part_8590039287,1,Consumable
part_8589964326,1,Consumable
part_8589969989,1,Consumable
part_8590203611,1,Part
part_8590088995,2,Consumable
part_8590037246,3,Consumable
part_8590158446,1,Consumable
part_8590267148,1,Part
part_8590158447,2,Consumable
part_8590013984,6,Consumable
part_8590274965,1,Consumable
part_8590267143,1,Consumable
part_8590079673,4,Consumable
part_8590088988,3,Consumable
part_8590231459,2,Consumable
part_8589939071,6,Consumable
part_8589987377,1,Consumable
part_8590166572,1,Consumable
part_8590166574,1,Consumable
part_8590015403,8,Part
part_8590026133,19,Consumable
part_8590039829,1,Part
part_8589990265,2,Consumable
part_8589990268,27,Consumable
part_8589940693,13,Part
part_8590058115,1,Consumable
part_8589949901,3,Consumable
part_8590044823,2,Consumable
part_8589998803,1,Consumable
part_8590202669,2,Consumable
part_8590014016,3,Consumable
part_8589942287,30,Consumable
part_8589950342,9,Consumable
part_8589948458,1,Consumable
part_8590005762,4,Consumable
part_8589935964,2,Consumable
part_8589937560,30,Consumable
part_8589947824,4,Consumable
part_8589963375,19,Consumable
part_8589966203,34,Consumable
part_8589944088,10,Consumable
part_8590241776,1,Consumable
part_8589952903,8,Consumable
part_8590035718,2,Consumable
part_8589938501,5,Consumable
part_8589977635,3,Consumable
part_8589966629,33,Consumable
part_8589942212,6,Consumable
part_8589979697,5,Consumable
part_8590105525,9,Consumable
part_8590170696,1,Consumable
part_8590022093,1,Consumable
part_8590215305,1,Consumable
part_8590170735,1,Consumable
part_8590220286,1,Consumable
part_8590023205,2,Consumable
part_8589979102,9,Consumable
part_8590026395,4,Consumable
part_8589979103,3,Consumable
part_8589937558,3,Consumable
part_8589977610,8,Consumable
part_8590026020,8,Consumable
part_8589967922,8,Consumable
part_8590058164,8,Consumable
part_8589935716,97,Consumable
part_8589965232,20,Part
part_8589965229,20,Part
part_8589965225,18,Consumable
part_8590072204,2,Consumable
part_8589944532,2,Consumable
part_8589948687,5,Consumable
part_8589954219,4,Consumable
part_8589944527,6,Consumable
part_8590273201,5,Consumable
part_8590177050,1,Consumable
part_8590143189,1,Consumable
part_8589989913,1,Consumable
part_8590121408,6,Consumable
part_8590042930,1,Consumable
part_8589987802,2,Consumable
part_8590057125,8,Consumable
part_8590048203,6,Consumable
part_8590005331,8,Consumable
part_8589945546,97,Consumable
part_8589935702,148,Consumable
part_8589975094,16,Consumable
part_8590005926,10,Consumable
part_8590128647,1,Consumable
part_8590025684,1,Consumable
part_8590109851,4,Consumable
part_8589935558,57,Consumable
part_8589949302,7,Consumable
part_8590272004,1,Part
part_8590023777,2,Consumable
part_8590061786,1,Consumable
part_8589944189,9,Consumable
part_8590044189,3,Consumable
part_8589976080,31,Consumable
part_8590165173,5,Consumable
part_8590073057,4,Consumable
part_8590071994,1,Consumable
part_8589947714,15,Consumable
part_8590163805,10,Part
part_8589972058,4,Part
part_8589945000,2,Part
part_8590224014,1,Part
part_8590279951,1,Part
part_8590021225,2,Part
part_8589942008,32,Raw material
part_8589952875,21,Raw material
part_8589935938,248,Consumable
part_8589934972,32,Consumable
part_8590179836,1,Part
part_8590165886,2,Consumable
part_8590260128,1,Consumable
part_8589942628,57,Non-aircraft material
part_8589944761,5,Consumable
part_8589986881,1,Consumable
part_8590066699,3,Consumable
part_8590108014,1,Consumable
part_8590058390,1,Part
part_8590018317,2,Consumable
part_8589968920,3,Consumable
part_8590059940,3,Consumable
part_8590111176,1,Consumable
part_8590211608,2,Non-aircraft material
part_8590029525,1,Consumable
part_8589966348,6,Part
part_8589981170,1,Part
part_8589938993,50,Consumable
part_8590011298,10,Consumable
part_8589963818,15,Consumable
part_8590272903,1,Consumable
part_8590015078,2,Consumable
part_8589948064,4,Consumable
part_8590004215,12,Consumable
part_8590078301,1,Consumable
part_8590022232,1,Consumable
part_8589954223,5,Consumable
part_8590077504,2,Consumable
part_8589976312,1,Consumable
part_8589966793,46,Consumable
part_8589961484,27,Consumable
part_8589936188,11,Consumable
part_8589946976,2,Consumable
part_8589983075,3,Consumable
part_8589960978,3,Consumable
part_8589934988,95,Consumable
part_8589980099,5,Consumable
part_8589935552,18,Consumable
part_8589957898,34,Consumable
part_8589937009,53,Consumable
part_8589937005,45,Consumable
part_8589964803,33,Consumable
part_8590109586,1,Consumable
part_8590071597,3,Part
part_8590199795,5,Consumable
part_8590204169,1,Consumable
part_8590071677,4,Consumable
part_8590144404,2,Consumable
part_8590022921,2,Consumable
part_8590013501,1,Consumable
part_8590078266,4,Consumable
part_8589960123,14,Consumable
part_8589943660,2,Consumable
part_8589990776,1,Consumable
part_8589958536,15,Consumable
part_8589938840,1,Consumable
part_8590104641,3,Consumable
part_8589940989,53,Consumable
part_8590116802,5,Consumable
part_8589935951,5,Consumable
part_8590016351,9,Consumable
part_8589992521,3,Consumable
part_8590065911,1,Consumable
part_8589968342,1,Consumable
part_8589946982,5,Consumable
part_8589942340,2,Consumable
part_8589948289,18,Consumable
part_8590137465,8,Consumable
part_8590173309,1,Consumable
part_8590027063,2,Consumable
part_8589948304,3,Consumable
part_8590050483,15,Consumable
part_8590272163,3,Consumable
part_8590272165,3,Consumable
part_8589967318,5,Consumable
part_8590197806,8,Consumable
part_8590197804,8,Consumable
part_8590197811,8,Consumable
part_8589953633,1,Part
part_8589951562,7,Part
part_8590112643,21,Consumable
part_8590201957,2,Consumable
part_8590122227,19,Consumable
part_8590039167,1,Consumable
part_8589994528,6,Part
part_8589967916,24,Part
part_8590047890,1,Consumable
part_8590116885,1,Consumable
part_8590145295,2,Consumable
part_8590142649,2,Consumable
part_8590116944,3,Consumable
part_8590149340,2,Consumable
part_8590142630,2,Consumable
part_8589934919,2,Consumable
part_8590093366,2,Consumable
part_8589961672,9,Consumable
part_8590116916,1,Consumable
part_8590242651,1,Consumable
part_8590117679,25,Consumable
part_8590079634,1,Consumable
part_8590012970,1,Consumable
part_8589935700,14,Consumable
part_8590124147,2,Consumable
part_8589959972,6,Consumable
part_8590062700,1,Consumable
part_8590205657,2,Consumable
part_8590240680,1,Part
part_8590256133,3,Part
part_8590233784,1,Part
part_8589966302,9,Consumable
part_8589934807,188,Consumable
part_8590247794,44,Consumable
part_8589949544,9,Consumable
part_8590172548,1,Consumable
part_8590172550,1,Consumable
part_8589939975,66,Consumable
part_8590078537,5,Consumable
part_8590091995,3,Consumable
part_8590089286,2,Consumable
part_8589935254,11,Consumable
part_8590017878,10,Consumable
part_8590210398,1,Raw material
part_8589936376,618,Consumable
part_8590046497,1,Consumable
part_8590273179,1,Consumable
part_8590093078,1,Consumable
part_8590093080,1,Consumable
part_8590209235,1,Consumable
part_8589943455,29,Consumable
part_8589946618,10,Consumable
part_8590165176,1,Consumable
part_8590049746,1,Consumable
part_8589979165,5,Consumable
part_8590026197,9,Consumable
part_8589977384,1,Consumable
part_8589989487,3,Consumable
part_8589938921,9,Consumable
part_8589938920,13,Consumable
part_8590148083,1,Consumable
part_8590148090,1,Consumable
part_8590148047,1,Consumable
part_8590205189,5,Consumable
part_8589941671,32,Consumable
part_8589936224,24,Consumable
part_8590216866,1,Consumable
part_8590214848,2,Consumable
part_8589968208,12,Consumable
part_8590091666,1,Consumable
part_8589984553,6,Consumable
part_8590091664,1,Consumable
part_8589984554,3,Consumable
part_8590141319,2,Consumable
part_8589950332,5,Consumable
part_8590014473,1,Consumable
part_8590025843,2,Consumable
part_8590160075,1,Consumable
part_8590053399,3,Consumable
part_8590053935,1,Consumable
part_8590021170,2,Consumable
part_8589956472,1,Consumable
part_8590116380,5,Consumable
part_8590202167,3,Consumable
part_8590025925,1,Consumable
part_8589959671,1,Consumable
part_8590213732,2,Consumable
part_8590141784,2,Consumable
part_8589949484,2,Consumable
part_8590231815,1,Consumable
part_8589940603,10,Consumable
part_8590148642,2,Consumable
part_8589988281,2,Consumable
part_8590268656,2,Consumable
part_8589976259,76,Consumable
part_8589940699,11,Consumable
part_8589936195,71,Consumable
part_8589981748,6,Consumable
part_8589944173,11,Consumable
part_8589934596,90,Consumable
part_8589934593,91,Consumable
part_8590169357,1,Consumable
part_8590087067,2,Part
part_8589995729,7,Consumable
part_8589977474,4,Non-aircraft material
part_8589977475,4,Non-aircraft material
part_8589942804,27,Consumable
part_8590141346,4,Consumable
part_8589998854,1,Consumable
part_8589959626,2,Consumable
part_8589998855,2,Consumable
part_8589958849,9,Consumable
part_8590228949,4,Consumable
part_8589938897,20,Consumable
part_8590219161,2,Consumable
part_8590170428,11,Part
part_8590154211,3,Consumable
part_8590031530,3,Consumable
part_8590134705,3,Non-aircraft material
part_8589981093,41,Non-aircraft material
part_8589998863,26,Non-aircraft material
part_8589939062,47,Non-aircraft material
part_8589989420,37,Non-aircraft material
part_8590091989,5,Consumable
part_8589945824,108,Non-aircraft material
part_8589958968,30,Consumable
part_8589968338,22,Consumable
part_8589934938,44,Consumable
part_8589934939,119,Consumable
part_8589952630,6,Consumable
part_8590033320,4,Consumable
part_8589990341,6,Consumable
part_8590053603,1,Consumable
part_8589968332,7,Consumable
part_8589962902,8,Part
part_8589945809,41,Part
part_8590066459,5,Consumable
part_8590246084,2,Consumable
part_8590233968,1,Consumable
part_8590225046,6,Consumable
part_8590061221,1,Part
part_8589947407,1,Consumable
part_8590041399,2,Consumable
part_8590106541,1,Consumable
part_8590156697,1,Consumable
part_8590147304,2,Consumable
part_8590235591,2,Consumable
part_8589952712,2,Consumable
part_8590258830,3,Consumable
part_8590260885,1,Consumable
part_8590099008,1,Part
part_8589934891,7,Consumable
part_8590085077,9,Consumable
part_8590016922,1,Consumable
part_8589962367,1,Consumable
part_8590186362,2,Consumable
part_8590220493,2,Consumable
part_8589951427,11,Consumable
part_8589999466,6,Consumable
part_8589943758,24,Consumable
part_8589940756,6,Consumable
part_8589960554,6,Consumable
part_8590017784,2,Consumable
part_8589974535,1,Consumable
part_8589935789,311,Consumable
part_8589934835,527,Consumable
part_8589936230,31,Consumable
part_8590133539,4,Consumable
part_8589943401,4,Consumable
part_8590101559,2,Consumable
part_8589952336,5,Part
part_8589945477,43,Consumable
part_8590080356,7,Part
part_8589936133,1,Consumable
part_8590027870,2,Consumable
part_8589934945,58,Consumable
part_8590012376,7,Part
part_8589935665,337,Consumable
part_8589934876,555,Consumable
part_8590194056,1,Consumable
part_8590140103,6,Part
part_8589937754,176,Consumable
part_8589987450,16,Part
part_8589954449,3,Consumable
part_8589951976,2,Consumable
part_8590271194,1,Part
part_8589936436,2,Part
part_8589944863,28,Consumable
part_8589993273,2,Consumable
part_8589937239,92,Consumable
part_8590000861,3,Consumable
part_8590027503,1,Consumable
part_8589941674,23,Consumable
part_8589944898,37,Consumable
part_8590265943,1,Consumable
part_8590223220,1,Consumable
part_8589956187,3,Consumable
part_8589956188,3,Consumable
part_8589937673,5,Consumable
part_8590226243,1,Consumable
part_8589937357,15,Consumable
part_8589937402,2,Consumable
part_8589937359,1,Consumable
part_8589937369,2,Consumable
part_8590241390,1,Consumable
part_8589992755,9,Consumable
part_8590212655,2,Consumable
part_8590068463,2,Consumable
part_8590068464,2,Consumable
part_8589957227,9,Consumable
part_8589940475,24,Consumable
part_8590111568,2,Consumable
part_8589948323,36,Consumable
part_8590064899,2,Part
part_8590178535,3,Part
part_8589951897,6,Part
part_8589936020,21,Consumable
part_8589998216,3,Part
part_8590063530,9,Part
part_8590165116,1,Part
part_8590165128,1,Consumable
part_8589949513,5,Consumable
part_8590016768,5,Consumable
part_8590118679,1,Consumable
part_8590018997,1,Consumable
part_8590018998,1,Consumable
part_8589939084,22,Consumable
part_8590014662,2,Consumable
part_8589990274,27,Consumable
part_8589935444,556,Non-aircraft material
part_8589934651,92,Consumable
part_8589996736,2,Part
part_8590135037,5,Part
part_8590244469,1,Consumable
part_8590266470,2,Consumable
part_8590217899,1,Consumable
part_8590027532,1,Consumable
part_8589955225,3,Part
part_8589980793,4,Part
part_8589980787,7,Part
part_8590226150,2,Part
part_8590165358,1,Part
part_8589997464,1,Part
part_8589949534,10,Part
part_8589942945,10,Part
part_8590105639,1,Consumable
part_8589945717,6,Consumable
part_8590252005,1,Part
part_8590267147,1,Consumable
part_8590258159,2,Consumable
part_8589935673,24,Non-aircraft material
part_8589983199,10,Part
part_8590091368,1,Consumable
part_8590094522,1,Consumable
part_8589969575,4,Consumable
part_8590108126,8,Consumable
part_8589981371,2,Consumable
part_8589940111,2,Consumable
part_8589942492,3,Consumable
part_8590036386,2,Consumable
part_8590047898,2,Consumable
part_8590043366,1,Consumable
part_8590240362,1,Non-aircraft material
part_8589941466,10,Consumable
part_8589949787,7,Consumable
part_8589935483,18,Consumable
part_8590194824,3,Part
part_8589949782,10,Consumable
part_8589964954,22,Consumable
part_8589993242,3,Consumable
part_8590017793,2,Consumable
part_8589947817,76,Consumable
part_8589961076,1,Consumable
part_8590018683,13,Consumable
part_8589935936,21,Consumable
part_8589957687,15,Consumable
part_8590022303,4,Consumable
part_8590117010,9,Consumable
part_8590164010,1,Consumable
part_8590235476,1,Consumable
part_8590257177,1,Consumable
part_8589935935,141,Consumable
part_8590107454,1,Consumable
part_8590176222,1,Consumable
part_8589961096,1,Consumable
part_8589961091,2,Consumable
part_8589961097,1,Consumable
part_8589961098,1,Consumable
part_8589961113,1,Consumable
part_8589961088,1,Consumable
part_8589961092,1,Consumable
part_8589961082,1,Consumable
part_8589961117,1,Consumable
part_8589961074,1,Consumable
part_8589961112,1,Consumable
part_8589961604,1,Consumable
part_8589961615,1,Consumable
part_8589961621,1,Consumable
part_8589961651,1,Consumable
part_8589961613,1,Consumable
part_8589961624,1,Consumable
part_8589961640,1,Consumable
part_8589965633,3,Consumable
part_8590145441,7,Consumable
part_8589959326,6,Consumable
part_8590030682,4,Consumable
part_8589935349,7,Consumable
part_8589947746,27,Part
part_8589942246,32,Consumable
part_8590120453,11,Consumable
part_8590217349,1,Consumable
part_8590258779,2,Consumable
part_8589934852,4,Consumable
part_8590136508,1,Consumable
part_8589937820,38,Consumable
part_8590073459,1,Consumable
part_8590116890,1,Consumable
part_8590200227,1,Consumable
part_8589968093,4,Consumable
part_8589974473,1,Consumable
part_8589941661,10,Consumable
part_8589961641,1,Consumable
part_8590069653,1,Consumable
part_8590069792,1,Consumable
part_8590069775,1,Consumable
part_8590096705,1,Consumable
part_8590159866,1,Consumable
part_8590159869,1,Consumable
part_8589937824,47,Consumable
part_8589944687,7,Consumable
part_8589939564,14,Consumable
part_8589936111,14,Consumable
part_8590279740,1,Consumable
part_8589961625,1,Part
part_8589957049,3,Part
part_8590250429,1,Consumable
part_8589942503,14,Consumable
part_8589947444,64,Consumable
part_8590259518,1,Consumable
part_8590037546,1,Consumable
part_8590087214,2,Consumable
part_8590034802,2,Consumable
part_8589956069,1,Consumable
part_8590137477,24,Consumable
part_8589967707,1,Consumable
part_8589956055,1,Consumable
part_8589956062,1,Consumable
part_8590009515,1,Consumable
part_8589977078,9,Part
part_8590011574,3,Part
part_8590010845,2,Part
part_8590032381,1,Part
part_8589934662,75,Consumable
part_8589953854,2,Consumable
part_8589955331,1,Consumable
part_8589939792,2,Consumable
part_8589951558,7,Consumable
part_8589937868,4,Consumable
part_8590141322,2,Consumable
part_8589943919,3,Consumable
part_8589969676,5,Consumable
part_8589960977,5,Part
part_8590132451,1,Part
part_8590241192,1,Consumable
part_8589943752,3,Consumable
part_8589967927,4,Consumable
part_8590136892,1,Consumable
part_8589967924,7,Consumable
part_8589990633,3,Consumable
part_8590001755,1,Consumable
part_8589999737,2,Consumable
part_8590233588,2,Consumable
part_8590007918,3,Consumable
part_8590153768,1,Consumable
part_8590023814,5,Consumable
part_8590153815,2,Consumable
part_8590014946,7,Consumable
part_8590034710,2,Consumable
part_8589951282,6,Consumable
part_8589961563,6,Consumable
part_8589984436,6,Consumable
part_8590178466,2,Consumable
part_8590005760,3,Consumable
part_8590006777,14,Consumable
part_8590005759,2,Consumable
part_8590005755,3,Consumable
part_8590005756,2,Consumable
part_8590032574,2,Consumable
part_8590018012,1,Consumable
part_8589937557,7,Consumable
part_8589951281,11,Consumable
part_8590001998,3,Consumable
part_8590001997,3,Consumable
part_8590001991,4,Consumable
part_8590006432,2,Consumable
part_8590268763,1,Consumable
part_8590233589,2,Consumable
part_8589935228,84,Consumable
part_8589935400,9,Consumable
part_8590101674,1,Consumable
part_8590001763,1,Consumable
part_8589951286,2,Consumable
part_8590202829,1,Consumable
part_8589979175,9,Consumable
part_8590233896,3,Consumable
part_8589977951,14,Consumable
part_8590046436,1,Consumable
part_8590046494,2,Consumable
part_8590046467,3,Consumable
part_8590030756,2,Non-aircraft material
part_8589935612,25,Consumable
part_8590054694,1,Consumable
part_8589938016,50,Consumable
part_8589936005,1,Consumable
part_8590055345,4,Consumable
part_8590044831,3,Consumable
part_8590020502,3,Consumable
part_8590002015,2,Consumable
part_8589975030,17,Part
part_8589945049,15,Consumable
part_8589951235,2,Consumable
part_8589948378,10,Consumable
part_8589948377,7,Consumable
part_8589975543,2,Consumable
part_8590232398,1,Part
part_8589943349,1,Part
part_8590172614,1,Part
part_8590198200,1,Consumable
part_8589944295,16,Consumable
part_8590080953,1,Consumable
part_8590118497,1,Consumable
part_8589934781,194,Consumable
part_8590123641,1,Consumable
part_8590214863,1,Consumable
part_8590223214,2,Consumable
part_8590109808,5,Consumable
part_8589943406,100,Consumable
part_8589950547,18,Consumable
part_8590030945,1,Part
part_8589963940,7,Consumable
part_8589989729,8,Consumable
part_8589937269,41,Part
part_8590072507,3,Part
part_8590065049,1,Part
part_8590065047,1,Part
part_8590032480,1,Consumable
part_8589942372,24,Consumable
part_8589942587,11,Part
part_8590072506,3,Part
part_8589937541,17,Part
part_8590077689,3,Part
part_8589942531,20,Part
part_8590219781,2,Consumable
part_8590220926,1,Consumable
part_8590038940,2,Consumable
part_8589976655,7,Part
part_8590276932,2,Part
part_8590272353,1,Consumable
part_8590223283,9,Part
part_8590055596,1,Part
part_8589944821,20,Consumable
part_8589944794,9,Consumable
part_8589951050,11,Consumable
part_8589944833,20,Consumable
part_8589944782,21,Consumable
part_8590005057,7,Consumable
part_8590274717,2,Consumable
part_8590250388,3,Consumable
part_8589944839,20,Consumable
part_8589963987,33,Consumable
part_8590194446,1,Consumable
part_8590071789,1,Consumable
part_8590203310,1,Consumable
part_8589941063,2,Consumable
part_8590081148,2,Consumable
part_8590163566,2,Consumable
part_8590011949,1,Consumable
part_8590234790,1,Consumable
part_8590218387,1,Consumable
part_8590218388,2,Consumable
part_8590251801,1,Consumable
part_8589942595,2,Consumable
part_8590204281,2,Consumable
part_8590258792,2,Consumable
part_8590165292,11,Consumable
part_8590165297,11,Consumable
part_8590165293,11,Consumable
part_8590165291,11,Consumable
part_8590165306,11,Consumable
part_8589977794,1,Part
part_8590017798,1,Consumable
part_8589984522,2,Consumable
part_8590151858,1,Consumable
part_8589952707,4,Consumable
part_8590107683,3,Non-aircraft material
part_8589987567,1,Consumable
part_8589980825,1,Consumable
part_8590259411,1,Consumable
part_8589937756,49,Consumable
part_8589940824,66,Consumable
part_8589987954,3,Consumable
part_8589981092,17,Consumable
part_8590258667,1,Consumable
part_8589998235,3,Part
part_8590138373,3,Non-aircraft material
part_8590009214,2,Consumable
part_8590241695,1,Part
part_8589962345,5,Consumable
part_8589946361,11,Consumable
part_8590200221,4,Consumable
part_8590031152,1,Consumable
part_8589956067,5,Consumable
part_8589949606,13,Consumable
part_8589950579,76,Consumable
part_8590228003,2,Non-aircraft material
part_8589944541,7,Consumable
part_8590045652,5,Consumable
part_8590012250,3,Consumable
part_8590165357,4,Part
part_8589960958,9,Consumable
part_8589936632,197,Consumable
part_8589937121,33,Consumable
part_8590250869,1,Consumable
part_8590271826,1,Consumable
part_8590177508,1,Consumable
part_8590055990,1,Part
part_8590227360,3,Part
part_8590242328,1,Part
part_8589948549,6,Part
part_8589945985,2,Part
part_8589945987,2,Part
part_8589945989,2,Part
part_8589976022,4,Part
part_8590253424,1,Part
part_8589944358,35,Consumable
part_8589973935,19,Consumable
part_8589936525,1,Consumable
part_8590145019,2,Part
part_8590193321,1,Consumable
part_8590121674,1,Part
part_8590089588,1,Consumable
part_8590221630,2,Consumable
part_8590066352,2,Consumable
part_8589938411,16,Consumable
part_8589977662,27,Consumable
part_8589956141,5,Consumable
part_8590202009,2,Consumable
part_8589965630,1,Consumable
part_8589969669,5,Consumable
part_8589936687,87,Consumable
part_8589934666,2596,Consumable
part_8589964824,13,Consumable
part_8590251619,1,Consumable
part_8589937075,100,Consumable
part_8589936215,2,Part
part_8590271043,1,Part
part_8590001772,1,Consumable
part_8590036804,1,Consumable
part_8589937961,574,Consumable
part_8590160701,6,Consumable
part_8589979442,26,Consumable
part_8589935421,11,Consumable
part_8590010794,2,Consumable
part_8590121578,1,Consumable
